,protein_id,monoisotopic_mass,mean,standard_deviation,pvalue,chi_square
30,sp|Q9BYZ2|LDH6B_HUMAN,41916.18140484733,41942.26416432546,5.434933973276364,1.0,0.012800787796216894
31,sp|Q86WU2|LDHD_HUMAN,54835.71219225035,54869.82526569653,6.235429069769905,1.0,0.009622664519756068
32,sp|P14618|KPYM_HUMAN,57900.02363110988,57936.132716483306,6.420239428588478,1.0,0.009073393050772023
33,sp|Q9HCJ2|LRC4C_HUMAN,71903.70620391883,71948.82122632508,7.175141974740422,1.0,0.007144435131673842
34,sp|Q3LI59|KR212_HUMAN,8557.9952683415,8564.142566954737,2.8784681257595675,0.0,5.650647289148648e+60
35,sp|P0C6S8|LIGO3_HUMAN,64840.38326630307,64880.24325774289,6.692821564451867,1.0,0.007941975047765254
36,sp|P48059|LIMS1_HUMAN,37225.84282111313,37250.85278984798,5.47234485954994,1.0,0.014638669669114316
37,sp|Q9UHB6|LIMA1_HUMAN,85173.35890616802,85224.49981419905,7.593001986455776,1.0,0.006161536242526822
38,sp|Q643R3|LPCT4_HUMAN,57183.28824866048,57218.30279916576,6.223919119994753,1.0,0.008871991559558123
39,sp|P16581|LYAM2_HUMAN,66610.79648172086,66654.48513931158,7.209533244907761,1.0,0.007867537043488894
40,sp|Q8IV03|LUR1L_HUMAN,24396.88361674731,24411.450940119394,4.096593405857231,0.0,2.2326626087299064e+16
41,sp|P61326|MGN_HUMAN,17152.78644432759,17163.155480729984,3.4125617170367843,0.0,1.5620906894991784e+35
42,sp|Q14CX5|MF13A_HUMAN,57344.028528071074,57380.32637574162,6.374140128881392,1.0,0.008696411581425843
43,sp|A1L020|MEX3A_HUMAN,54139.14793774875,54172.53255562853,6.169023594245698,1.0,0.009868509651396825
44,sp|Q8N344|MIER2_HUMAN,59906.74240061701,59943.41441699675,6.471837495138188,1.0,0.008966731410351918
45,sp|Q9Y316|MEMO1_HUMAN,33711.491433826704,33732.58503371323,4.917551930718229,1.0,0.13804428968218177
46,sp|Q96ES6|MFSD3_HUMAN,42668.62360082289,42695.19448521799,5.431228458517732,1.0,0.012051431496102662
47,sp|Q2M2H8|MGAL_HUMAN,277815.7804385671,277967.01544014266,10.256822729521186,1.0,9.770238540564038e-07
48,sp|Q9H825|METL8_HUMAN,33365.48388519008,33386.17883688226,4.849735541462058,1.0,0.4582977972855105
49,sp|Q9NVC6|MED17_HUMAN,72844.53818844065,72889.2213686495,7.092175943242632,1.0,0.007067049896857059
50,sp|O75970|MPDZ_HUMAN,221480.67188829952,221608.5237284569,10.25930195238734,1.0,1.0354710741622714e-05
51,sp|Q96A32|MLRS_HUMAN,19002.418000646085,19014.110569704062,3.676557219893973,0.0,9.802110320086809e+30
52,sp|P53602|MVD1_HUMAN,43377.15108581553,43403.92190633644,5.508029349701535,1.0,0.01245516673543954
53,sp|P84157|MXRA7_HUMAN,21452.40124674779,21465.275850914728,3.8409102121907748,0.0,4.70637370850413e+25
54,sp|Q32M88|PGGHG_HUMAN,80604.08255389282,80653.86789321015,7.467344382885809,1.0,0.0062467393906277145
55,sp|Q5EBL8|PDZ11_HUMAN,16121.277927156101,16130.814260119218,3.253506790441317,0.0,4.602482861554124e+39
56,sp|P08237|PFKAM_HUMAN,85128.38901985287,85181.55891083975,7.787196222406665,1.0,0.0059994401191585086
57,sp|Q13113|PDZ1I_HUMAN,12219.110709384495,12226.661590214388,2.9727050927742393,0.0,2.8772937765466085e+50
58,sp|A8MUH7|PDZ1P_HUMAN,44028.17757569296,44054.809646273745,5.485212251269263,1.0,0.012506176095338481
59,sp|O00151|PDLI1_HUMAN,36049.04254600188,36071.11680215793,5.01978167489626,1.0,0.024712093803208834
60,sp|O15018|PDZD2_HUMAN,301455.28093492193,301612.43058130867,10.268992799700051,1.0,5.866405488532289e-07
61,sp|O15534|PER1_HUMAN,136127.1001219178,136210.20357669392,9.632320516495941,1.0,0.001462277976312667
62,sp|Q76G19|PDZD4_HUMAN,86117.27987420034,86169.74379406334,7.723491758729284,1.0,0.00607003333751636
63,sp|Q01813|PFKAP_HUMAN,85541.53198330176,85595.10840938477,7.8255169598589776,1.0,0.00597129756970966
64,sp|Q96JY6|PDLI2_HUMAN,37435.681747760085,37458.2811157862,5.073388644363748,1.0,0.017906489717492962
65,sp|Q53GG5|PDLI3_HUMAN,39207.41659585755,39231.85267657684,5.307540379217051,1.0,0.014304196241132761
66,sp|P00558|PGK1_HUMAN,44586.12698256947,44614.033790175614,5.653369681248428,1.0,0.012102349561758952
67,sp|P50479|PDLI4_HUMAN,35375.66144859455,35397.41958857549,4.985388125093792,1.0,0.03461495587329303
68,sp|P07205|PGK2_HUMAN,44767.32999403316,44795.47115288023,5.678507909781083,1.0,0.011991290657534267
69,sp|Q96HC4|PDLI5_HUMAN,63904.49034971772,63944.31297501911,6.758319454755478,1.0,0.008238902773587818
70,sp|Q9NR12|PDLI7_HUMAN,49812.60342769519,49844.005452051875,6.004454275196603,1.0,0.010652108196461885
71,sp|Q6NSW7|NANP8_HUMAN,34650.197797636196,34672.00290475486,5.045848973638977,1.0,0.03523007296909576
72,sp|Q5VZE5|NAA35_HUMAN,83584.13201819829,83638.1303719428,7.903004264751423,1.0,0.006018797699558933
73,sp|O15055|PER2_HUMAN,136493.20231722793,136578.044237069,9.746608709424075,1.0,0.001282667907117698
74,sp|Q8NBL1|PGLT1_HUMAN,46159.31718094996,46188.474519658055,5.741485670328954,1.0,0.011245200677868118
75,sp|Q9P0J1|PDP1_HUMAN,61015.563616675696,61053.272568757755,6.519452367983818,1.0,0.008481120216742579
76,sp|Q9P2J9|PDP2_HUMAN,59939.9446752522,59977.22809237309,6.51477404872272,1.0,0.008728999675803421
77,sp|P36871|PGM1_HUMAN,61410.52902963271,61448.267460295494,6.508487766610895,1.0,0.008419599282293615
78,sp|Q8WWR9|PDPFL_HUMAN,9182.545916556996,9187.829472938256,2.469257773335707,0.0,2.7890881479375534e+72
79,sp|Q6PCE3|PGM2L_HUMAN,70396.47889781607,70440.79258046742,7.098540231468526,1.0,0.007240761490902822
80,sp|Q96G03|PGM2_HUMAN,68240.39486901219,68282.47183721757,6.871807563118015,1.0,0.007493133629665203
81,sp|O15530|PDPK1_HUMAN,63111.98197810233,63150.985878688225,6.6203545003804125,1.0,0.00813744837932736
82,sp|P56645|PER3_HUMAN,131805.05762500313,131886.57430944865,9.578997946885151,1.0,0.0016581780083802073
83,sp|Q6A1A2|PDPK2_HUMAN,44737.006221704985,44764.72490407692,5.580318301976996,1.0,0.011783464222577623
84,sp|Q15124|PGM5_HUMAN,62185.6997619378,62224.37681709795,6.613959968820427,1.0,0.00829786841847712
85,sp|Q86YL7|PDPN_HUMAN,16687.450614593898,16697.276334956932,3.3469085290728344,0.0,6.011147439826045e+38
86,sp|Q8NCN5|PDPR_HUMAN,99300.6137722263,99363.37783290348,8.454026032147448,1.0,0.004889673371715292
87,sp|P00439|PH4H_HUMAN,51829.46034039744,51861.29892155921,5.959800492159428,1.0,0.010002888211835962
88,sp|P78562|PHEX_HUMAN,86418.98193362262,86472.91768995831,7.786451295711896,1.0,0.0057660012663491985
89,sp|Q8WUB8|PHF10_HUMAN,56015.108867232724,56050.15547664342,6.375940404998986,1.0,0.009631883285563816
90,sp|Q9NUG6|PDRG1_HUMAN,15501.2534595865,15510.606609210938,3.2740067696666517,0.0,5.447149696223282e+40
91,sp|O00764|PDXK_HUMAN,35079.91208872817,35101.72277926028,4.996978270366701,1.0,0.03184069052539282
92,sp|Q9UIL8|PHF11_HUMAN,37557.886792607445,37581.329763492955,5.195262008205081,1.0,0.015296468280243827
93,sp|Q96QT6|PHF12_HUMAN,109628.78538516394,109697.34120309775,8.876897907969179,1.0,0.004046149301959147
94,sp|P20142|PEPC_HUMAN,42398.60622874335,42425.12299071254,5.490482495530881,1.0,0.012676889755593609
95,sp|Q9BZM1|PG12A_HUMAN,21053.297576888297,21066.776261468967,4.000335151856441,0.0,2.8339926246920067e+20
96,sp|Q86YI8|PHF13_HUMAN,33560.42713765238,33581.22693677473,4.902708852546449,1.0,0.3618934284641017
97,sp|Q9BX93|PG12B_HUMAN,21644.23708950779,21658.300875439534,4.096112496354044,0.0,2.1576905708641718e+17
98,sp|Q96FA3|PELI1_HUMAN,46256.76799781498,46285.568451117775,5.737940819542712,1.0,0.011648593580541565
99,sp|O94880|PHF14_HUMAN,99990.52204924922,100052.38669698947,8.459890783730295,1.0,0.005130291923302778
100,sp|Q9HAT8|PELI2_HUMAN,46405.78918903828,46434.667221294665,5.74680010344312,1.0,0.011624533812073635
101,sp|Q9NZ53|PDXL2_HUMAN,65035.62038852079,65074.951118587574,6.679620318366715,1.0,0.008237000844708369
102,sp|Q5T6S3|PHF19_HUMAN,65548.9657661235,65590.09300727294,6.8407718257896,1.0,0.007842549412222352
103,sp|Q8N2H9|PELI3_HUMAN,50722.81769565219,50754.40867012479,6.029376037080664,1.0,0.010634303929599825
104,sp|Q9H720|PG2IP_HUMAN,78533.62537377211,78583.30157435991,7.465608981139549,1.0,0.006261124242159849
105,sp|Q9BSU1|PHAF1_HUMAN,47493.88306653614,47523.79970526135,5.833777499003432,1.0,0.011061915284266213
106,sp|Q9H5P4|PDZD7_HUMAN,111683.0697889432,111750.61101633264,8.6920180838349,1.0,0.004100150741331653
107,sp|O43189|PHF1_HUMAN,62066.174122718956,62105.030245381946,6.664068160729811,1.0,0.008393382388604759
108,sp|P12955|PEPD_HUMAN,54512.907330525035,54547.473288308174,6.310441130852198,1.0,0.009649021930841904
109,sp|Q9NWQ8|PHAG1_HUMAN,46951.48759182004,46979.883411965115,5.711580689788197,1.0,0.012010619686105091
110,sp|Q8NEN9|PDZD8_HUMAN,128483.42621393799,128561.83521773793,9.340997074833977,1.0,0.0020598256391114685
111,sp|Q9BVI0|PHF20_HUMAN,115313.74909544422,115384.41582952428,8.936501433754149,1.0,0.003568221804857489
112,sp|Q8IXQ8|PDZD9_HUMAN,29885.518147086594,29903.394298605614,4.461990879253877,0.0,183455.38351679023
113,sp|Q9BRX2|PELO_HUMAN,43332.01946586218,43358.501295734466,5.48203331102821,1.0,0.012662437715446348
114,sp|Q9BUL5|PHF23_HUMAN,43790.81779536885,43817.53508314137,5.519592203091981,1.0,0.01265628344032285
115,sp|Q9C0D0|PHAR1_HUMAN,66266.60597023403,66307.16383702315,6.794138910305449,1.0,0.00798600023491407
116,sp|Q9UPV7|PHF24_HUMAN,45163.34145160047,45191.07759125327,5.632894487880359,1.0,0.012183724049578659
117,sp|O75167|PHAR2_HUMAN,69657.66025883083,69698.65369192149,6.754782953283109,1.0,0.007627952635543359
118,sp|Q96KR7|PHAR3_HUMAN,62514.284118566466,62551.32636338773,6.441617927915703,1.0,0.008586267913487107
119,sp|P34995|PE2R1_HUMAN,41774.49163111594,41800.64410706232,5.43698280860563,1.0,0.012671755308413257
120,sp|O75151|PHF2_HUMAN,120699.72763877799,120773.62372117286,9.112269331813883,1.0,0.002889859303944858
121,sp|P43116|PE2R2_HUMAN,39734.511340924575,39759.916244392836,5.413645113794635,1.0,0.013587628149820249
122,sp|Q8IZ21|PHAR4_HUMAN,78163.14194754446,78210.16764020914,7.254138189082419,1.0,0.006641998646870672
123,sp|P43115|PE2R3_HUMAN,43281.28217986624,43309.17117152073,5.670895847832878,1.0,0.01219962333314683
124,sp|Q92576|PHF3_HUMAN,229338.7998401374,229470.43266883498,10.293383678261295,1.0,7.011050719119774e-06
125,sp|Q7RTV0|PHF5A_HUMAN,12396.961867430702,12405.060483502131,3.1501676566391126,0.0,7.721118849217494e+46
126,sp|P35408|PE2R4_HUMAN,53085.50731854849,53118.77653834616,6.159369265850531,1.0,0.009892856337256133
127,sp|Q8IZL8|PELP1_HUMAN,119624.49314030624,119698.30983426995,9.153826209904873,1.0,0.002935617812230025
128,sp|Q6P996|PDXD1_HUMAN,86652.30321811304,86705.86827844045,7.7914788204038725,1.0,0.005900350298549667
129,sp|Q8NDH3|PEPL1_HUMAN,55825.467813806084,55860.15455529349,6.279806047696438,1.0,0.009412817420543016
130,sp|Q6P474|PDXD2_HUMAN,51776.6707710886,51809.304987591,6.110082798202989,1.0,0.010156460326753627
131,sp|Q8IWS0|PHF6_HUMAN,41263.96770788753,41289.90205782322,5.517331449167687,1.0,0.013694310125384803
132,sp|O60437|PEPL_HUMAN,204623.02832182578,204740.86397751744,10.157632185167701,1.0,3.101605976844773e-05
133,sp|Q9H814|PHAX_HUMAN,44375.10071305724,44401.89905513228,5.519023246061528,1.0,0.012556736387348564
134,sp|Q9BWX1|PHF7_HUMAN,43737.929066701625,43766.07227870126,5.757562448292763,1.0,0.012513542640838869
135,sp|Q15121|PEA15_HUMAN,15030.787383546296,15039.65303912254,3.1664439860402234,0.0,1.517410371491967e+43
136,sp|Q9UBM1|PEMT_HUMAN,22119.59087363958,22133.399644681445,3.9369576541975846,0.0,1.2431290784165377e+20
137,sp|Q9H792|PEAK1_HUMAN,192986.3107159836,193101.423714565,10.233658962518469,1.0,4.5100920502441345e-05
138,sp|P35232|PHB1_HUMAN,29785.902640172575,29803.50010166597,4.403558145963449,0.0,1267316.501073026
139,sp|Q9UPP1|PHF8_HUMAN,117790.21523879292,117862.75817844986,9.04785770089869,1.0,0.0031765692865551973
140,sp|P18669|PGAM1_HUMAN,28785.83526443747,28803.371888062222,4.438715422744687,0.0,944634.8490239555
141,sp|Q6ZS72|PEAK3_HUMAN,50477.69515074464,50508.6455292338,5.874024848937453,1.0,0.010284397649563239
142,sp|P15259|PGAM2_HUMAN,28747.838455676458,28765.632989138478,4.500623514832896,0.0,144153.6185686445
143,sp|Q5VY43|PEAR1_HUMAN,110590.56517775076,110665.61623943466,9.554833348349952,1.0,0.002807659555759318
144,sp|Q8N0Y7|PGAM4_HUMAN,28758.76551427797,28776.29628686728,4.439423338686221,0.0,1003194.4434905543
145,sp|Q9NZ42|PEN2_HUMAN,12021.305938543095,12028.694780863667,2.8589414598649507,0.0,6.333427765864069e+49
146,sp|C9JFL3|PHGR1_HUMAN,7700.345992737302,7705.225541391466,2.4577733708856684,0.0,3.4199171934556273e+71
147,sp|Q99623|PHB2_HUMAN,33275.91627791177,33295.76452991391,4.692021630725908,1.0,11.524872069847573
148,sp|Q96HS1|PGAM5_HUMAN,31984.60754482116,32003.865312008522,4.635314449978412,0.02521938439111459,124.93837200995107
149,sp|Q13951|PEBB_HUMAN,21494.69365166919,21507.665500060688,3.847160730148408,0.0,6.595476419236844e+24
150,sp|Q75T13|PGAP1_HUMAN,105315.30882384158,105382.14736781718,8.643527030441529,1.0,0.0041947639337736676
151,sp|Q9UHJ9|PGAP2_HUMAN,29380.894528060177,29399.934616795836,4.671852330385384,9.719454035335179e-06,167.01230612638557
152,sp|P30086|PEBP1_HUMAN,21043.666137462078,21056.281420679046,3.7560959435900005,0.0,1.557117401992027e+27
153,sp|Q96FC7|PHIPL_HUMAN,42458.982352351784,42485.44289685672,5.496781064850214,1.0,0.0127977732013964
154,sp|P78364|PHC1_HUMAN,105468.41310016093,105532.35252494075,8.508668189480666,1.0,0.004715424820405991
155,sp|Q96RV3|PCX1_HUMAN,258513.86346768128,258657.8067667347,10.263442877778477,1.0,1.9447243728884754e-06
156,sp|P01210|PENK_HUMAN,30767.008997115183,30786.446245388182,4.758664319473637,0.9999997708864116,41.547443546879435
157,sp|Q96FM1|PGAP3_HUMAN,36450.51565600875,36474.05180585214,5.185766900314115,1.0,0.014793198363698214
158,sp|Q96S96|PEBP4_HUMAN,25716.769722016776,25732.87807960232,4.303825963280974,0.0,8381564047.288519
159,sp|A6NKB5|PCX2_HUMAN,237126.79368329654,237263.50774166628,10.282351684305313,1.0,4.066022659760168e-06
160,sp|Q8IXK0|PHC2_HUMAN,90656.75414515688,90712.0377069892,7.91285823163574,1.0,0.00570125049740312
161,sp|Q9BRR3|PGAP4_HUMAN,46557.76594780021,46587.224812890345,5.7678827253104545,1.0,0.011093346563596661
162,sp|Q9H6A9|PCX3_HUMAN,221898.16551712583,222028.3619346171,10.25312226739715,1.0,7.94625211849145e-06
163,sp|Q8WWQ0|PHIP_HUMAN,206559.7658076358,206681.99399449275,10.248877057794607,1.0,1.950140982799705e-05
164,sp|Q9HCN3|PGAP6_HUMAN,84705.53742980711,84759.891604528,7.897351881437013,1.0,0.005904302000848401
165,sp|Q8NDX5|PHC3_HUMAN,106095.55990116924,106160.34283825364,8.576670003743091,1.0,0.004617485722271071
166,sp|Q63HM2|PCX4_HUMAN,132615.81718640393,132700.37084541,9.665216177235775,1.0,0.0012898433725054728
167,sp|P16284|PECA1_HUMAN,82469.81777508034,82521.22306085232,7.659499467407642,1.0,0.00623331364561664
168,sp|Q96JS3|PGBD1_HUMAN,92455.78298016574,92514.08969463193,8.178145345288058,1.0,0.005465748677416597
169,sp|Q96RR1|PEO1_HUMAN,77105.94726134214,77153.18948252675,7.25918533415195,1.0,0.006551679331723479
170,sp|Q6P3X8|PGBD2_HUMAN,67968.30753795902,68010.54516547175,6.91951103145391,1.0,0.0075791670859650506
171,sp|Q8N328|PGBD3_HUMAN,67551.86246968298,67594.0651314651,6.917821454400841,1.0,0.007591094143991316
172,sp|Q96DM1|PGBD4_HUMAN,66961.09408059188,67003.15551778837,6.9256442789384085,1.0,0.007684438589316993
173,sp|Q8N414|PGBD5_HUMAN,58426.322546776464,58462.72955448214,6.417199763871587,1.0,0.008853405468405028
174,sp|Q16816|PHKG1_HUMAN,44995.0617667392,45023.04062028322,5.620359255900326,1.0,0.011766545034481811
175,sp|Q9P0L9|PK2L1_HUMAN,91923.62241950563,91980.8096939721,7.994021570757009,1.0,0.005358867763424205
176,sp|Q9H4B4|PLK3_HUMAN,71584.22033590346,71628.38437490615,7.0309490338485245,1.0,0.007072485398030728
177,sp|Q9NZM6|PK2L2_HUMAN,73742.89772679535,73789.42742216558,7.199150289351562,1.0,0.006626897382302282
178,sp|Q9BY49|PECR_HUMAN,32523.85448522705,32543.737531479463,4.726681422127534,1.0,9.038715931298231
179,sp|P98160|PGBM_HUMAN,468532.4763044254,468734.46022994875,10.234309721520862,1.0,2.2452287692754936e-08
180,sp|P15735|PHKG2_HUMAN,46412.661548719305,46441.50295513066,5.7157190937102325,1.0,0.011439894569870728
181,sp|P49585|PCY1A_HUMAN,41704.83040283674,41730.34593081652,5.375892482620539,1.0,0.013163999632674107
182,sp|Q9H1Q7|PED1A_HUMAN,51748.90582457264,51781.33855481333,6.039628618826436,1.0,0.00991467555741213
183,sp|Q96HM7|PED1B_HUMAN,49695.59401141735,49726.241445666,5.836034851466756,1.0,0.010318472706354349
184,sp|Q9Y5K3|PCY1B_HUMAN,41913.839025187655,41939.48635228528,5.39223700197702,1.0,0.01311448890648751
185,sp|P16112|PGCA_HUMAN,261168.5750878077,261311.21491581763,10.252644243051027,1.0,2.1896642179906284e-06
186,sp|P36955|PEDF_HUMAN,46283.30554276509,46311.460412840526,5.600719098801601,1.0,0.011435240360371714
187,sp|P52945|PDX1_HUMAN,30751.63377372314,30770.40698673822,4.583698438557809,1.7140564046088673e-167,1086.535455372098
188,sp|Q9UBV8|PEF1_HUMAN,30361.30634690948,30380.34905743286,4.680782988090215,3.800202128696471e-17,260.6916888648643
189,sp|P0DJD8|PEPA3_HUMAN,41949.60396518769,41975.56769115458,5.427247950501697,1.0,0.012953992568004865
190,sp|Q99447|PCY2_HUMAN,43807.926614096556,43834.80136987169,5.514223803389618,1.0,0.012372859061223975
191,sp|P0DJD7|PEPA4_HUMAN,41950.55159602819,41976.50916919157,5.427438375428363,1.0,0.012966482808390224
192,sp|P0DJD9|PEPA5_HUMAN,41966.58289615579,41992.55168986158,5.428466448999343,1.0,0.01295858341216675
193,sp|Q9HCR9|PDE11_HUMAN,104684.96281961304,104750.55713955508,8.639915134887955,1.0,0.004499965584444042
194,sp|Q86TG7|PEG10_HUMAN,80121.97562241393,80171.91220504478,7.5136248212457595,1.0,0.006319770426972984
195,sp|P42785|PCP_HUMAN,55763.91902081118,55799.01893919081,6.3003833494187855,1.0,0.009199140204980817
196,sp|Q6L8Q7|PDE12_HUMAN,67308.92797998631,67350.6428354228,6.8628081010040125,1.0,0.007636510611119381
197,sp|Q9GZU2|PEG3_HUMAN,180714.71991004318,180823.695822281,10.2148126590584,1.0,9.479303813604976e-05
198,sp|Q9UHG3|PCYOX_HUMAN,56603.74545678388,56639.35939686788,6.3568553539427635,1.0,0.009114714482605058
199,sp|P54750|PDE1A_HUMAN,61213.027548768565,61251.11848205935,6.571914592873606,1.0,0.008477407266547858
200,sp|Q8NBM8|PCYXL_HUMAN,54611.86990369522,54645.67448600713,6.140439219827775,1.0,0.00935735350556705
201,sp|Q01064|PDE1B_HUMAN,61340.9338783858,61379.001142352536,6.572025409021562,1.0,0.008494678733437313
202,sp|Q14123|PDE1C_HUMAN,80710.15069832676,80759.36559721692,7.436325159612005,1.0,0.006365295141655076
203,sp|Q9NZQ7|PD1L1_HUMAN,33254.14308386966,33274.76477695549,4.840523101465289,1.0,0.5728869105063928
204,sp|Q9BQ51|PD1L2_HUMAN,30937.26030648366,30956.298436426223,4.623649004438505,3.2761427887809617e-23,302.43617197511475
205,sp|Q9Y5Y4|PD2R2_HUMAN,43240.03588003362,43267.068031368224,5.519925553551073,1.0,0.012156689104467993
206,sp|Q13258|PD2R_HUMAN,40243.85114961386,40270.053592231314,5.503115922720145,1.0,0.013124883625740972
207,sp|O00408|PDE2A_HUMAN,105648.8576673168,105715.813586017,8.769879800450099,1.0,0.0043299446986486715
208,sp|Q14432|PDE3A_HUMAN,124900.60140047035,124978.13161107896,9.373475930737767,1.0,0.0022352010987072464
209,sp|Q13370|PDE3B_HUMAN,124254.73074330605,124332.13728116658,9.354809658182777,1.0,0.0022497725423725697
210,sp|Q7Z2X4|PCLI1_HUMAN,28253.067704808695,28271.12987285966,4.592637966001013,0.0,20812.790151873036
211,sp|P27815|PDE4A_HUMAN,98081.38885231632,98141.9980521935,8.313539237471339,1.0,0.00516963744548787
212,sp|Q07343|PDE4B_HUMAN,83290.81379928658,83342.51960287729,7.701308483149028,1.0,0.006250842514618966
213,sp|Q9BUL8|PDC10_HUMAN,24685.837855922473,24701.061098178678,4.168988163419816,0.0,23791125599538.758
214,sp|Q08493|PDE4C_HUMAN,79851.8765349404,79900.67747726341,7.433955983412688,1.0,0.0065109018802184445
215,sp|Q15154|PCM1_HUMAN,228403.33462486073,228533.7767141836,10.303346178541146,1.0,8.037328960831471e-06
216,sp|Q08499|PDE4D_HUMAN,91057.91916625635,91113.83711404879,7.967846874858576,1.0,0.005653207495485109
217,sp|Q96MG8|PCMD1_HUMAN,40649.531376514,40674.597022145914,5.3358421321017255,1.0,0.013506234512092255
218,sp|Q9NV79|PCMD2_HUMAN,41045.990114712804,41071.202852778006,5.33523034555411,1.0,0.013265743942576753
219,sp|O76074|PDE5A_HUMAN,99921.1120803657,99983.91221579192,8.474523730865966,1.0,0.004918511934595569
220,sp|P16499|PDE6A_HUMAN,99482.78346645621,99546.24671917208,8.524885768020695,1.0,0.004836810341364867
221,sp|Q8WUM4|PDC6I_HUMAN,95963.12101995776,96021.99033023867,8.124470031396777,1.0,0.005220802137399935
222,sp|P35913|PDE6B_HUMAN,98271.99997431535,98334.71197176132,8.485246778362306,1.0,0.004953358105940583
223,sp|Q9UHG2|PCS1N_HUMAN,27355.78041359006,27371.804499997193,4.198917050798658,0.0,93576782556.53664
224,sp|P51160|PDE6C_HUMAN,99083.14237652428,99145.63622724787,8.426672500538434,1.0,0.004909785613966911
225,sp|Q15116|PDCD1_HUMAN,31626.966226001452,31646.33266838776,4.672767037989465,0.973657508643239,71.03672812558577
226,sp|Q6UW60|PCSK4_HUMAN,82742.19192918479,82793.92119676988,7.669975628063897,1.0,0.0061451831684742626
227,sp|Q16342|PDCD2_HUMAN,38566.92404799121,38591.5873992725,5.348513855033088,1.0,0.01423903067488814
228,sp|O43924|PDE6D_HUMAN,17408.85619815559,17419.56464162465,3.4979395376914235,0.0,1.110223935733448e+34
229,sp|Q53EL6|PDCD4_HUMAN,51703.04648472842,51734.51686464314,5.979134142210708,1.0,0.010487900913132758
